,index,lprice,oprice,sprice,grid,subsect,taxes,taxyr,lotsize,primsch,intsch,highsch,agent,floodp,waterf,age,stories,floor,style,firepl,basemt,pool,garage,allrms,beds,baths,lrarea,drarea,kitarea,famarea,den,study,masarea,secarea,area3,area4,area5,range,dwasher,washer,secsys,micro,rtop,disposal,dryer,freezer,compact,walloven,refrig,patio,deck,fence,fuel,ac,heat,hwater,water,sewer,unknown,amps,assvalue,cfee,golf,culdesac,unrate,greenmm,gatemm,lotsizef,own,gate,green,invgate,linvgate,invgate2,loglp,logsp,loglot,logage,logbeds,logbaths,logdra,logkita,logstor,lograte,sdate,time.months,logtime,primf,stylef,noappl,logappl,basemtf,nobase,gar12,ldate,exdate,setdate,listp,expdays,tom,expper,invexp,logiexp,tomper,rellp,reltom,longlp,shortlp,longtom,shorttom,tomrlp,tomlp,pdisc,logpdisc,lpsp
34,781986,165000,165000,160000,E20,R,2470,92,9408,2,1,1,6,0,0,30,3,NA,3,1,2,0,1,8,3,2.5,364,180,144,330,0,112,210,120,120,0,0,2,1,1,0,1,2,1,1,0,0,2,1,0,1,1,1,1,2,1,1,1,1,100,93100,0,0,0,6.7,10,91,house,house,0.271414325,0.02982575,3.684403909,1.304108751,13.57483216,12.01370075,11.98292909,9.14931567,3.401197382,1.098612289,0.916290732,5.192956851,4.9698133,1.098612289,1.902107526,12/07/1993,16.63333333,2.811408714,2,ostyles,12,2.501435952,nobase,TRUE,TRUE,16/03/1993,21/07/1993,01/09/1993,127,9,118,0.070866142,0.10989011,-2.208274414,0.929133858,0.705555556,167.2440945,0.705555556,0.294444444,83.25555556,34.74444444,83.25555556,14986,0.03125,-2.030651378,1.03125
35,783104,184900,184900,182000,E20,MR,3146,92,11475,5,2,1,5,NA,0,23,2,NA,1,1,1,0,2,8,4,2.5,260,144,216,272,0,0,224,121,154,110,0,NA,1,0,0,0,2,1,0,0,0,2,0,1,0,0,0,1,2,1,1,1,1,NA,118600,0,0,0,6.7,30,88,house,house,0.2624666,0.08947725,3.810008588,1.337631443,14.51616544,12.12757042,12.11176197,9.347926035,3.135494216,1.386294361,0.916290732,4.9698133,5.375278408,0.693147181,1.902107526,18/05/1993,14.8,2.694627181,other,colonial,-0.1,-2.302585093,partbase,FALSE,FALSE,25/03/1993,24/09/1993,30/06/1993,183,129,54,0.704918033,0.007745933,-4.860587298,0.295081967,1.016666667,53.1147541,1,0,54,0,54.9,9882,0.015934066,-2.154733647,1.015934066
36,783575,96900,96900,91000,E20,EP,1952,92,0,3,3,1,3,0,0,4,1,NA,6,1,0,0,1,5,2,2,255,81,81,0,0,0,192,126,0,0,0,2,1,1,0,0,2,1,1,0,0,NA,1,0,0,1,0,1,2,1,1,1,1,NA,73600,135,0,0,7.3,1,30,con,con,0.08947725,0.002982575,11.17602519,2.413770876,124.9035391,11.4814348,11.41861479,#NAME?,1.386294361,0.693147181,0.693147181,4.394449155,4.394449155,0,1.987874348,14/06/1993,15.7,2.753660712,3,condos,-0.1,-2.302585093,fullbase,FALSE,TRUE,29/03/1993,15/08/1993,29/07/1993,139,62,77,0.446043165,0.01610306,-4.128745989,0.553956835,0.772222222,99.71223022,0.772222222,0.227777778,59.46111111,17.53888889,59.46111111,10703,0.064835165,-1.802809305,1.064835165
37,784408,139900,143900,135000,E20,R,2428,92,9375,2,1,1,1,2,0,20,2,NA,3,1,2,0,1,8,3,1.5,264,130,182,208,0,0,182,150,110,0,0,NA,1,0,0,1,2,1,0,0,0,2,0,1,1,0,0,1,2,1,1,1,1,100,91500,0,0,0,6.7,5,86,house,house,0.25650145,0.014912875,3.898613439,1.360620961,15.19918674,11.84868316,11.81303006,9.145801851,2.995732274,1.098612289,0.405465108,4.86753445,5.204006687,0.693147181,1.902107526,03/06/1993,15.33333333,2.730029108,2,ostyles,-0.1,-2.302585093,nobase,TRUE,TRUE,01/04/1993,20/02/1994,29/06/1993,325,262,63,0.806153846,0.003815338,-5.56872611,0.193846154,1.805555556,34.89230769,1,0,63,0,113.75,20475,0.036296296,-1.992924114,1.036296296
38,784823,118000,119900,114000,E20,INN,2491,92,3024,8,1,1,6,2,0,10,2,2,4,1,1,0,1,7,3,2.5,299,132,64,0,0,0,260,154,120,0,0,2,1,1,0,0,2,1,1,0,0,0,1,0,0,1,1,2,2,2,2,1,1,NA,93900,NA,0,0,6.3,38,93,house,house,0.277379475,0.11333785,3.605169416,1.282368764,12.99724652,11.6784399,11.64395373,8.014335737,2.302585093,1.098612289,0.916290732,4.882801923,4.158883083,0.693147181,1.840549633,08/10/1993,19.56666667,2.973827438,other,condos,9,2.219203484,partbase,FALSE,TRUE,06/04/1993,06/04/1994,16/11/1993,365,180,185,0.493150685,0.005552471,-5.193512252,0.506849315,2.027777778,91.23287671,1,0,185,0,375.1388889,67525,0.035087719,-2.001830939,1.035087719
39,787199,99500,100900,94000,E20,EP,1968,93,0,2,NA,1,2,2,0,3,1,1,6,1,0,0,1,5,2,2,240,72,72,0,0,0,192,126,0,0,0,2,1,0,0,1,2,1,0,0,0,NA,0,0,0,1,0,1,2,1,1,1,1,100,NA,135,1,0,6,1,22,con,con,0.06561665,0.002982575,15.24003435,2.723925804,232.258647,11.50791292,11.45105006,#NAME?,1.098612289,0.693147181,0.693147181,4.276666119,4.276666119,0,1.791759469,16/11/1993,20.86666667,3.038152989,2,condos,-0.1,-2.302585093,fullbase,FALSE,TRUE,22/04/1993,30/11/1993,13/01/1994,222,14,208,0.063063063,0.070921986,-2.646174797,0.936936937,1.233333333,168.6486486,1,0,208,0,256.5333333,46176,0.058510638,-1.841933569,1.058510638
40,788856,169900,169900,166000,E20,R,2592,92,9375,2,1,1,3,0,0,26,2,NA,1,1,1,1,1,8,4,2.5,299,156,154,169,0,0,196,156,144,121,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,2,1,1,1,1,NA,97700,0,0,0,7.3,28,110,house,house,0.32808325,0.0835121,3.04800687,1.114487892,9.290345881,12.04296531,12.01974307,9.145801851,3.258096538,1.386294361,0.916290732,5.049856007,5.036952602,0.693147181,1.987874348,08/06/1993,15.5,2.740840024,2,colonial,4,1.435084525,partbase,FALSE,TRUE,04/05/1993,15/08/1993,13/07/1993,103,68,35,0.660194175,0.014684288,-4.220977213,0.339805825,0.572222222,61.16504854,0.572222222,0.427777778,20.02777778,14.97222222,20.02777778,3605,0.023493976,-2.091562902,1.023493976
41,790572,99975,111000,97000,E20,EP,2114,93,0,5,1,1,6,2,0,4,1,1,5,1,0,0,1,5,2,2,315,154,120,0,0,0,180,130,0,0,0,2,1,1,0,1,NA,1,1,0,0,NA,1,0,1,0,0,1,2,1,1,1,1,NA,79700,135,0,0,7.2,15,25,con,con,0.074564375,0.044738625,13.41123023,2.596092433,179.8610963,11.51267543,11.48246626,#NAME?,1.386294361,0.693147181,0.693147181,5.036952602,4.787491743,0,1.974081026,26/07/1993,17.1,2.839078464,other,condos,-0.1,-2.302585093,fullbase,FALSE,TRUE,13/05/1993,13/08/1993,06/08/1993,92,18,74,0.195652174,0.055248619,-2.895911938,0.804347826,0.511111111,144.7826087,0.511111111,0.488888889,37.82222222,36.17777778,37.82222222,6808,0.030670103,-2.035079429,1.030670103
42,790581,179900,184900,173500,E20,PO,3099,92,9000,2,1,1,6,2,0,25,2,NA,1,1,2,0,2,9,4,2.5,260,144,192,286,0,0,240,156,144,120,0,1,1,1,0,0,2,1,1,0,0,2,1,0,1,0,1,1,2,1,1,1,1,200,116800,0,0,0,7.2,32,77,house,house,0.229658275,0.0954424,4.354295529,1.471162836,18.95988955,12.10015642,12.06393288,9.104979856,3.218875825,1.386294361,0.916290732,4.9698133,5.257495372,0.693147181,1.974081026,15/06/1993,15.73333333,2.755781604,2,colonial,10,2.32238772,nobase,TRUE,FALSE,13/05/1993,13/09/1993,19/08/1993,123,90,33,0.731707317,0.011098779,-4.500920165,0.268292683,0.683333333,48.29268293,0.683333333,0.316666667,22.55,10.45,22.55,4059,0.036887608,-1.988595069,1.036887608
43,790716,169222,174900,165000,E19,R,2886,92,9375,2,1,1,3,2,0,25,2,NA,1,1,2,0,2,8,4,2.5,260,144,216,272,0,0,224,154,121,110,0,2,1,0,0,0,2,1,0,0,0,2,1,0,1,0,1,1,2,1,1,1,1,200,108800,0,0,0,7.2,43,174,house,house,0.51896805,0.128250725,1.926900895,0.655912958,3.712947059,12.03896674,12.01370075,9.145801851,3.218875825,1.386294361,0.916290732,4.9698133,5.375278408,0.693147181,1.974081026,02/08/1993,17.33333333,2.85263143,2,colonial,9,2.219203484,nobase,TRUE,FALSE,14/05/1993,30/11/1993,13/08/1993,200,120,80,0.6,0.008326395,-4.788324729,0.4,1.111111111,72,1,0,80,0,88.88888889,16000,0.025587879,-2.074749536,1.025587879
44,792223,197500,197500,189000,E19,R,3279,92,8750,3,3,1,6,2,0,20,2,NA,1,1,1,1,2,8,4,2.5,260,144,192,272,0,0,160,121,182,110,0,2,1,1,0,0,2,0,1,0,0,NA,0,1,1,0,1,1,2,1,1,1,1,100,123600,0,1,1,7.3,1,126,house,house,0.37580445,0.002982575,2.660958379,0.978686351,7.080699493,12.19349386,12.14950229,9.076808979,2.995732274,1.386294361,0.916290732,4.9698133,5.257495372,0.693147181,1.987874348,06/07/1993,16.43333333,2.799311792,3,colonial,-0.1,-2.302585093,partbase,FALSE,FALSE,26/05/1993,25/10/1993,23/07/1993,152,111,41,0.730263158,0.0090009,-4.710430697,0.269736842,0.844444444,48.55263158,0.844444444,0.155555556,34.62222222,6.377777778,34.62222222,6232,0.044973545,-1.931204002,1.044973545
45,792844,85000,85000,85000,E20,MEW,1527,92,0,2,1,1,6,0,0,8,1,1,6,1,0,0,0,5,2,2,234,72,NA,0,0,0,165,99,0,0,0,2,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,2,2,2,1,1,NA,59200,59,0,0,6.5,9,11,con,con,0.032808325,0.026843175,30.4800687,3.417072985,929.0345881,11.35040654,11.35040654,#NAME?,2.079441542,0.693147181,0.693147181,4.276666119,NA,0,1.871802177,30/08/1993,18.26666667,2.905077905,2,condos,7,1.974081026,fullbase,FALSE,TRUE,01/06/1993,24/11/1993,29/10/1993,176,86,90,0.488636364,0.011614402,-4.455509411,0.511363636,0.977777778,92.04545455,0.977777778,0.022222222,88,2,88,15840,0,-2.302585093,1
46,793052,149900,152900,143500,E19,HGR,2672,92,13167,2,1,1,1,0,0,22,1,1,2,1,1,0,2,7,3,2,252,156,240,360,0,120,234,132,132,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,2,1,1,1,1,NA,100700,0,0,0,6.3,21,123,house,house,0.366856725,0.062634075,2.725859803,1.002783902,7.430311664,11.91772368,11.87409031,9.485468978,3.091042453,1.098612289,0.693147181,5.049856007,5.480638923,0,1.840549633,10/09/1993,18.63333333,2.924952091,2,ostyles,5,1.648658626,partbase,FALSE,FALSE,03/06/1993,03/10/1993,19/11/1993,122,23,99,0.18852459,0.043290043,-3.139832618,0.81147541,0.677777778,146.0655738,0.677777778,0.322222222,67.1,31.9,67.1,12078,0.044599303,-1.933788789,1.044599303
47,793370,148900,148900,140900,E20,EP,2605,92,0,3,3,1,3,0,0,4,2,1,5,1,1,0,1,7,2,2,315,154,143,567,0,0,192,130,0,0,0,2,1,1,0,1,2,1,1,0,0,NA,1,0,1,1,0,1,2,1,1,1,1,NA,NA,135,1,0,7.2,1,16,con,con,0.0477212,0.002982575,20.95504723,3.042379535,439.1140045,11.91103022,11.8558057,#NAME?,1.386294361,0.693147181,0.693147181,5.036952602,4.96284463,0.693147181,1.974081026,19/07/1993,16.86666667,2.825339288,3,condos,-0.1,-2.302585093,partbase,FALSE,TRUE,05/06/1993,05/12/1993,20/08/1993,183,139,44,0.759562842,0.007189073,-4.935193099,0.240437158,1.016666667,43.27868852,1,0,44,0,44.73333333,8052,0.056777857,-1.852925401,1.056777857
48,793817,168900,175900,163000,E20,PO,2692,92,18850,4,4,1,7,0,0,21,2,NA,1,1,1,0,2,8,4,2.5,228,121,198,273,0,0,209,121,132,180,0,2,1,1,0,0,2,1,1,0,0,0,0,0,1,0,1,1,2,1,1,1,1,150,110900,0,0,0,5.3,10,62,house,house,0.18491965,0.02982575,5.407754125,1.687833873,29.24380467,12.0370621,12.00150548,9.844268193,3.044522438,1.386294361,0.916290732,4.795790546,5.288267031,0.693147181,1.667706821,29/11/1993,21.3,3.058707073,other,colonial,8,2.104134154,partbase,FALSE,FALSE,08/06/1993,08/01/1994,30/12/1993,214,40,174,0.186915888,0.024937656,-3.691376334,0.813084112,1.188888889,146.3551402,1,0,174,0,206.8666667,37236,0.036196319,-1.993657912,1.036196319
49,794695,168950,176500,163000,E20,PO,2924,92,10292,2,1,1,5,0,0,23,2,NA,1,1,1,0,1,8,4,2.5,276,156,247,221,0,0,182,156,100,99,0,2,1,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,2,3,1,1,1,100,110200,0,1,0,7.2,10,71,house,house,0.211762825,0.02982575,4.722264165,1.552288381,22.29977885,12.03735809,12.00150548,9.239122173,3.135494216,1.386294361,0.916290732,5.049856007,5.509388337,0.693147181,1.974081026,19/07/1993,16.86666667,2.825339288,2,colonial,6,1.824549292,partbase,FALSE,TRUE,12/06/1993,12/09/1993,27/08/1993,92,55,37,0.597826087,0.01814882,-4.009149716,0.402173913,0.511111111,72.39130435,0.511111111,0.488888889,18.91111111,18.08888889,18.91111111,3404,0.036503067,-1.991408192,1.036503067
50,795082,269900,265000,235000,E20,LKE,5306,92,28286,5,5,1,4,2,0,2,2,NA,1,1,0,0,2,10,4,4,228,156,255,260,156,0,238,154,143,144,0,2,1,0,0,0,NA,1,0,0,0,NA,0,0,0,0,0,1,2,1,1,1,1,NA,200000,0,0,0,7.3,NA,NA,house,house,NA,NA,NA,NA,NA,12.5058068,12.36734079,10.25012226,0.693147181,1.386294361,1.386294361,5.049856007,5.541263545,0.693147181,1.987874348,10/06/1993,15.56666667,2.745131876,other,colonial,-0.1,-2.302585093,fullbase,FALSE,FALSE,15/06/1993,30/08/1993,12/07/1993,76,81,-5,1.065789474,0.012330456,-4.395682961,-0.065789474,0.422222222,-11.84210526,0.422222222,0.577777778,-2.111111111,-2.888888889,-2.111111111,-380,0.148510638,-1.392269624,1.148510638
51,795502,179900,179900,175500,E20,PO,3170,92,15255,3,3,3,1,0,0,25,2,NA,1,1,2,0,2,8,4,2.5,247,132,187,234,0,0,228,144,180,180,0,NA,1,0,0,0,NA,0,0,0,0,NA,1,0,1,0,0,1,2,1,1,1,1,NA,119500,0,0,0,7.2,29,72,house,house,0.2147454,0.086494675,4.656677163,1.538302139,21.6846422,12.10015642,12.07539432,9.632662597,3.218875825,1.386294361,0.916290732,4.882801923,5.231108617,0.693147181,1.974081026,06/08/1993,17.46666667,2.860294303,3,colonial,-0.1,-2.302585093,nobase,TRUE,FALSE,21/06/1993,30/11/1993,31/08/1993,162,116,46,0.716049383,0.008613264,-4.754451889,0.283950617,0.9,51.11111111,0.9,0.1,41.4,4.6,41.4,7452,0.025071225,-2.078871903,1.025071225
52,795757,174900,184900,174500,E20,PO,3162,93,9375,2,1,1,1,NA,NA,25,2,NA,1,0,1,0,2,9,4,2.5,228,132,204,286,0,0,228,192,144,156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,NA,119200,0,1,0,6.5,9,50,house,house,0.14912875,0.026843175,6.705615114,1.902945252,44.96527406,12.07196966,12.06968002,9.145801851,3.218875825,1.386294361,0.916290732,4.882801923,5.318119994,0.693147181,1.871802177,29/09/1993,19.26666667,2.958376487,2,colonial,-0.1,-2.302585093,partbase,FALSE,FALSE,23/06/1993,31/12/1993,29/10/1993,191,93,98,0.486910995,0.010741139,-4.533674184,0.513089005,1.061111111,92.35602094,1,0,98,0,103.9888889,18718,0.002292264,-2.279921233,1.002292264
53,797480,138977,143900,134000,E20,EP,2411,92,0,3,3,1,4,2,0,4,2,NA,4,1,0,0,1,6,2,2,225,143,120,0,0,0,168,130,0,0,0,2,1,0,0,1,NA,0,0,0,0,NA,0,0,0,0,0,1,2,1,1,1,1,NA,93500,125,0,0,6.5,12,23,th,th,0.068599225,0.0357909,14.57742416,2.679474042,212.5012952,11.84206373,11.80559508,#NAME?,1.386294361,0.693147181,0.693147181,4.96284463,4.787491743,0.693147181,1.871802177,28/09/1993,19.23333333,2.956644885,3,condos,-0.1,-2.302585093,fullbase,FALSE,TRUE,08/07/1993,31/10/1993,21/10/1993,115,33,82,0.286956522,0.03021148,-3.499533282,0.713043478,0.638888889,128.3478261,0.638888889,0.361111111,52.38888889,29.61111111,52.38888889,9430,0.037141791,-1.986739917,1.037141791
54,798042,154900,154900,148000,E19,R,2478,92,10336,2,1,1,1,0,0,27,2,NA,1,0,1,0,1,8,4,2.5,242,132,234,204,0,0,168,132,99,99,0,1,1,0,0,0,NA,1,0,0,0,NA,0,0,1,0,1,1,2,1,1,1,1,200,93400,0,0,1,6.7,37,173,house,house,0.515985475,0.110355275,1.93803905,0.661676663,3.755995361,11.95053503,11.90496755,9.243388226,3.295836866,1.386294361,0.916290732,4.882801923,5.455321115,0.693147181,1.902107526,05/08/1993,17.43333333,2.858384082,2,colonial,-0.1,-2.302585093,partbase,FALSE,TRUE,11/07/1993,11/01/1994,23/09/1993,184,159,25,0.864130435,0.006285355,-5.069532935,0.135869565,1.022222222,24.45652174,1,0,25,0,25.55555556,4600,0.046621622,-1.919900013,1.046621622
55,800254,179900,179900,179900,E20,MR,3191,92,14685,3,3,1,1,0,0,22,2,NA,1,1,1,0,2,8,4,2.5,273,156,216,272,0,0,224,154,121,110,0,NA,1,0,0,0,2,1,1,0,0,2,0,1,0,0,0,1,2,1,1,1,1,NA,NA,0,0,0,6.7,39,100,house,house,0.2982575,0.116320425,3.352807557,1.209798072,11.24131852,12.10015642,12.10015642,9.594581844,3.091042453,1.386294361,0.916290732,5.049856007,5.375278408,0.693147181,1.902107526,16/08/1993,17.8,2.879198457,3,colonial,-0.1,-2.302585093,partbase,FALSE,FALSE,30/07/1993,30/10/1993,30/09/1993,92,75,17,0.815217391,0.013315579,-4.318820559,0.184782609,0.511111111,33.26086957,0.511111111,0.488888889,8.688888889,8.311111111,8.688888889,1564,0,-2.302585093,1
56,801249,76500,76500,73000,E19,BIR,1549,92,0,5,5,1,5,2,0,12,1,NA,5,1,0,1,0,6,2,1,182,81,81,0,0,0,160,180,0,0,0,2,1,1,0,0,2,0,1,0,0,NA,1,0,0,0,0,2,2,2,2,1,1,NA,58400,91,0,0,5.3,NA,NA,con,con,NA,NA,NA,NA,NA,11.24504602,11.19821472,#NAME?,2.48490665,0.693147181,0,4.394449155,4.394449155,0,1.667706821,10/11/1993,20.66666667,3.028522096,other,condos,-0.1,-2.302585093,fullbase,FALSE,TRUE,04/08/1993,31/12/1993,16/12/1993,149,51,98,0.342281879,0.019569472,-3.933784497,0.657718121,0.827777778,118.3892617,0.827777778,0.172222222,81.12222222,16.87777778,81.12222222,14602,0.047945205,-1.910913307,1.047945205
57,802488,214900,239900,211000,E20,NA,4115,92,12172,2,1,1,1,0,0,5,2,NA,1,1,1,0,2,10,4,2.5,216,156,286,286,0,0,323,168,144,132,0,2,1,0,1,0,NA,1,0,0,NA,NA,0,0,1,0,0,1,2,1,1,1,1,NA,155100,0,0,1,5.3,13,28,house,house,0.0835121,0.038773475,11.9743127,2.482763747,143.3841647,12.27792808,12.25961341,9.406893511,1.609437912,1.386294361,0.916290732,5.049856007,5.655991811,0.693147181,1.667706821,03/12/1993,21.43333333,3.064947343,2,colonial,-0.1,-2.302585093,partbase,FALSE,FALSE,17/08/1993,25/02/1994,29/12/1993,192,84,108,0.4375,0.011890606,-4.432006567,0.5625,1.066666667,101.25,1,0,108,0,115.2,20736,0.018483412,-2.132982309,1.018483412
58,802497,69900,73900,63000,E19,TRE,1756,92,0,2,2,1,1,2,0,11,1,1,5,1,0,0,2,5,2,1.5,221,90,110,0,0,0,156,90,0,0,0,2,1,1,0,0,2,1,1,0,0,2,1,0,1,0,0,2,2,2,2,1,1,100,66200,82,1,0,5.9,28,55,con,con,0.164041625,0.0835121,6.09601374,1.807635072,37.16138352,11.15482093,11.05089001,#NAME?,2.397895273,0.693147181,0.405465108,4.49980967,4.700480366,0,1.774952351,13/12/1993,21.76666667,3.080379748,2,condos,11,2.415913778,fullbase,FALSE,FALSE,14/08/1993,30/12/1993,04/02/1994,138,17,121,0.123188406,0.058479532,-2.839078464,0.876811594,0.766666667,157.826087,0.766666667,0.233333333,92.76666667,28.23333333,92.76666667,16698,0.10952381,-1.562917897,1.10952381
59,802574,125000,114900,114900,E20,EP,2720,92,0,2,1,1,3,0,0,5,1,1,5,1,0,0,1,8,2,2,315,143,120,0,0,0,168,130,0,0,0,2,1,1,0,1,2,1,1,1,0,NA,1,0,1,0,0,1,2,1,1,1,1,NA,NA,135,0,0,6.3,NA,NA,con,con,NA,NA,NA,NA,NA,11.73606902,11.65181746,#NAME?,1.609437912,0.693147181,0.693147181,4.96284463,4.787491743,0,1.840549633,18/10/1993,19.9,2.990719732,2,condos,-0.1,-2.302585093,fullbase,FALSE,TRUE,17/08/1993,17/08/1994,10/11/1993,365,303,62,0.830136986,0.003299241,-5.714062784,0.169863014,2.027777778,30.57534247,1,0,62,0,125.7222222,22630,0.087902524,-1.67183194,1.087902524
60,802789,154000,159900,140000,E20,R,2543,92,11850,2,1,1,8,2,0,29,2,NA,3,0,2,0,2,10,5,3,286,120,90,315,0,0,204,132,120,286,130,NA,1,1,0,0,2,1,1,0,0,2,1,0,0,0,1,1,2,1,1,1,1,150,95000,0,1,0,6.4,6,132,house,house,0.3936999,0.01789545,2.540005725,0.932166335,6.451629084,11.94470788,11.8493977,9.380083147,3.36729583,1.609437912,1.098612289,4.787491743,4.49980967,0.693147181,1.85629799,31/01/1994,23.4,3.152736022,2,ostyles,-0.1,-2.302585093,nobase,TRUE,FALSE,18/08/1993,15/02/1994,22/03/1994,181,15,166,0.082872928,0.066225166,-2.714694744,0.917127072,1.005555556,165.0828729,1,0,166,0,166.9222222,30046,0.1,-1.609437912,1.1
61,803681,179900,179900,179900,E20,NA,3258,92,10375,3,3,1,2,2,0,NA,2,NA,1,1,1,1,2,8,4,2.5,260,132,192,286,0,0,240,192,156,144,0,0,1,0,0,0,1,1,0,0,0,2,0,0,1,1,0,1,2,1,1,1,1,100,122800,0,0,0,7.2,10,50,house,house,0.14912875,0.02982575,6.705615114,1.902945252,44.96527406,12.10015642,12.10015642,9.247154345,NA,1.386294361,0.916290732,4.882801923,5.257495372,0.693147181,1.974081026,25/08/1993,18.1,2.895911938,3,colonial,5,1.648658626,partbase,FALSE,FALSE,24/08/1993,31/08/1993,26/08/1993,7,6,1,0.857142857,0.163934426,-1.808288771,0.142857143,0.038888889,25.71428571,0.038888889,0.961111111,0.038888889,0.961111111,0.038888889,7,0,-2.302585093,1
62,803987,136900,144900,132000,E19,R,2450,93,10200,3,3,1,1,0,0,25,2,2,7,0,2,0,1,9,4,2.5,275,110,160,432,190,0,192,132,120,160,0,NA,1,0,1,0,NA,0,0,0,0,NA,0,1,0,0,1,1,2,1,1,1,1,100,91600,0,0,0,6.4,27,171,house,house,0.510020325,0.080529525,1.960706174,0.673304701,3.8443687,11.82700601,11.7905572,9.230142999,3.218875825,1.386294361,0.916290732,4.700480366,5.075173815,0.693147181,1.85629799,28/02/1994,24.33333333,3.191847152,3,ostyles,-0.1,-2.302585093,nobase,TRUE,TRUE,27/08/1993,30/06/1994,28/03/1994,307,122,185,0.397394137,0.008190008,-4.804840381,0.602605863,1.705555556,108.4690554,1,0,185,0,315.5277778,56795,0.037121212,-1.986889984,1.037121212
63,805314,139900,139900,135000,E20,R,2658,92,9375,2,4,1,6,0,0,25,1,NA,2,1,2,0,1,7,3,1.5,247,110,165,182,0,0,196,121,99,0,0,2,1,0,0,0,NA,1,0,0,0,NA,0,0,1,0,0,1,2,1,1,1,1,200,100200,0,0,0,6.5,14,38,house,house,0.11333785,0.04175605,8.823177782,2.177382098,77.84846618,11.84868316,11.81303006,9.145801851,3.218875825,1.098612289,0.405465108,4.700480366,5.105945474,0,1.871802177,03/09/1993,18.4,2.912350665,2,ostyles,-0.1,-2.302585093,nobase,TRUE,TRUE,08/09/1993,30/09/1993,29/10/1993,22,27,-5,1.227272727,0.036900369,-3.299533728,-0.227272727,0.122222222,-40.90909091,0.122222222,0.877777778,-0.611111111,-4.388888889,-0.611111111,-110,0.036296296,-1.992924114,1.036296296
64,806883,167500,179900,162000,E20,PO,2855,92,10875,7,2,1,8,NA,NA,25,2,2,1,1,1,0,2,8,4,2.5,228,121,176,273,0,0,198,180,144,121,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,NA,109500,0,0,0,6.3,22,68,house,house,0.2028151,0.06561665,4.930599349,1.595460552,24.31080994,12.02873863,11.99535161,9.294221856,3.218875825,1.386294361,0.916290732,4.795790546,5.170483995,0.693147181,1.840549633,04/10/1993,19.43333333,2.966989805,other,colonial,-0.1,-2.302585093,partbase,FALSE,FALSE,21/09/1993,21/12/1993,24/11/1993,91,78,13,0.857142857,0.012804097,-4.357990057,0.142857143,0.505555556,25.71428571,0.505555556,0.494444444,6.572222222,6.427777778,6.572222222,1183,0.033950617,-2.010284075,1.033950617
65,807493,105000,110000,104000,E20,INN,2252,92,0,3,3,1,6,0,0,12,2,NA,4,1,0,0,1,4,2,2.5,299,NA,110,0,0,0,273,168,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,2,1,1,NA,84900,NA,0,0,6.2,36,87,th,th,0.259484025,0.1073727,3.85380179,1.349060139,14.85178824,11.56171563,11.55214618,#NAME?,2.48490665,0.693147181,0.916290732,NA,4.700480366,0.693147181,1.824549292,05/03/1994,24.5,3.198673118,3,condos,4,1.435084525,fullbase,FALSE,TRUE,23/09/1993,30/03/1994,27/04/1994,188,25,163,0.132978723,0.039840637,-3.222867846,0.867021277,1.044444444,156.0638298,1,0,163,0,170.2444444,30644,0.009615385,-2.210777544,1.009615385
66,807813,174900,174900,165000,E20,HGR,2979,92,12500,2,1,1,1,1,0,21,2,NA,1,1,1,0,2,10,5,2.5,187,154,162,378,80,0,192,150,132,110,80,1,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,2,1,1,1,1,100,112300,0,0,0,6.3,6,114,house,house,0.34001355,0.01789545,2.941059261,1.078769809,8.649829575,12.07196966,12.01370075,9.433483923,3.044522438,1.609437912,0.916290732,5.036952602,5.087596335,0.693147181,1.840549633,29/10/1993,20.26666667,3.0089775,2,colonial,5,1.648658626,partbase,FALSE,FALSE,28/09/1993,28/01/1994,29/11/1993,122,91,31,0.745901639,0.010976948,-4.511957804,0.254098361,0.677777778,45.73770492,0.677777778,0.322222222,21.01111111,9.988888889,21.01111111,3782,0.06,-1.832581464,1.06
67,808113,155900,159900,150000,E19,R,2675,92,12994,2,1,1,1,0,0,28,2,NA,1,1,2,0,2,10,4,2.5,240,144,144,253,0,0,182,120,150,150,0,NA,1,0,0,0,0,1,0,0,0,NA,0,1,0,1,1,1,2,1,1,1,1,NA,100800,0,0,0,5.3,35,168,house,house,0.5010726,0.104390125,1.995718784,0.691004278,3.982893465,11.95697006,11.91839057,9.472242991,3.33220451,1.386294361,0.916290732,4.9698133,4.9698133,0.693147181,1.667706821,10/11/1993,20.66666667,3.028522096,2,colonial,-0.1,-2.302585093,nobase,TRUE,FALSE,01/10/1993,30/04/1994,17/12/1993,211,171,40,0.81042654,0.005844535,-5.142248181,0.18957346,1.172222222,34.12322275,1,0,40,0,46.88888889,8440,0.039333333,-1.970886135,1.039333333
